order_id,product_id,quantity,price,discount
ORD_10067,PROD_90,2,2477,0%
ORD_10067,PROD_271,1,3069,0%
ORD_10067,PROD_101,2,2624,5%
ORD_10068,PROD_301,3,1322,15%
ORD_10068,PROD_34,2,1126,5%
ORD_10068,PROD_135,1,2452,0%
ORD_10069,PROD_43,1,1417,0%
ORD_10069,PROD_56,1,3109,0%
ORD_10069,PROD_237,1,1427,0%
ORD_10069,PROD_241,1,2206,0%
ORD_10070,PROD_216,2,947,20%
ORD_10070,PROD_266,2,867,5%
ORD_10070,PROD_82,3,402,0%
ORD_10070,PROD_115,3,2400,10%
ORD_10071,PROD_111,1,356,5%
ORD_10072,PROD_300,3,3179,20%
ORD_10072,PROD_25,2,527,0%
ORD_10073,PROD_193,3,664,0%
ORD_10073,PROD_234,2,584,10%
ORD_10073,PROD_152,3,1689,0%
ORD_10074,PROD_70,3,1464,20%
ORD_10074,PROD_70,3,1777,15%
ORD_10074,PROD_34,3,1782,5%
ORD_10075,PROD_40,2,1231,10%
ORD_10075,PROD_18,3,1945,5%
ORD_10075,PROD_45,1,1456,0%
ORD_10075,PROD_37,2,2626,0%
ORD_10076,PROD_48,3,2341,5%
ORD_10076,PROD_54,1,1171,5%
ORD_10076,PROD_265,1,2363,15%
ORD_10077,PROD_186,1,493,5%
ORD_10078,PROD_242,2,3081,15%
ORD_10078,PROD_163,3,842,20%
ORD_10078,PROD_107,1,1527,0%
ORD_10078,PROD_253,3,3172,0%
ORD_10079,PROD_332,2,1421,0%
ORD_10079,PROD_179,3,2196,10%
ORD_10080,PROD_308,1,1175,20%
ORD_10080,PROD_130,2,3183,5%
ORD_10081,PROD_328,2,2523,0%
ORD_10081,PROD_243,3,1246,15%
ORD_10081,PROD_198,3,1436,5%
ORD_10082,PROD_121,3,1115,15%
ORD_10083,PROD_114,1,1969,5%
ORD_10083,PROD_207,2,765,0%
ORD_10083,PROD_191,3,2109,10%
ORD_10084,PROD_105,2,1548,15%
ORD_10084,PROD_85,3,1710,5%
ORD_10084,PROD_301,2,1452,0%
ORD_10085,PROD_251,3,950,0%
ORD_10085,PROD_337,3,2194,0%
ORD_10085,PROD_1,1,796,5%
ORD_10085,PROD_200,3,1739,0%
ORD_10086,PROD_97,2,3057,20%
ORD_10086,PROD_100,2,853,10%
ORD_10087,PROD_134,1,2821,20%
ORD_10087,PROD_267,1,2546,20%
ORD_10087,PROD_100,2,920,0%
ORD_10088,PROD_158,2,1775,0%
ORD_10088,PROD_152,1,681,0%
ORD_10088,PROD_101,3,3189,10%
ORD_10089,PROD_294,1,1353,0%
ORD_10089,PROD_179,3,2217,5%
ORD_10090,PROD_155,2,828,5%
ORD_10090,PROD_115,3,2098,0%
ORD_10090,PROD_91,3,2995,20%
ORD_10090,PROD_225,3,599,0%
ORD_10091,PROD_202,2,1256,15%
ORD_10091,PROD_48,1,1778,10%
ORD_10091,PROD_19,1,2958,10%
ORD_10091,PROD_266,2,2124,0%
ORD_10092,PROD_106,3,500,10%
ORD_10092,PROD_50,1,1931,0%
ORD_10093,PROD_281,1,1178,5%
ORD_10094,PROD_62,2,2893,0%
ORD_10095,PROD_77,1,2232,0%
ORD_10095,PROD_250,2,2829,0%
ORD_10096,PROD_283,3,2559,0%
ORD_10097,PROD_192,3,564,0%
ORD_10097,PROD_207,3,1428,5%
ORD_10097,PROD_137,1,2155,0%
ORD_10098,PROD_301,2,2112,15%
ORD_10098,PROD_176,2,2792,10%
ORD_10099,PROD_287,2,1346,0%
ORD_10100,PROD_318,2,470,0%
ORD_10100,PROD_234,1,1470,10%
ORD_10100,PROD_182,2,1515,10%
ORD_10101,PROD_106,3,962,20%
ORD_10102,PROD_266,2,258,10%
ORD_10102,PROD_248,2,414,10%
ORD_10102,PROD_99,3,2108,5%
ORD_10103,PROD_297,1,1309,20%
ORD_10103,PROD_209,2,1444,0%
ORD_10104,PROD_288,1,1958,0%
ORD_10104,PROD_342,3,1481,0%
ORD_10105,PROD_6,2,1747,0%
ORD_10105,PROD_26,1,2958,0%
ORD_10105,PROD_140,2,1757,20%
ORD_10105,PROD_124,1,1168,0%
ORD_10106,PROD_125,1,247,20%
ORD_10106,PROD_46,3,261,5%
ORD_10106,PROD_50,3,1585,0%
ORD_10106,PROD_186,3,3171,20%
ORD_10107,PROD_286,3,2713,0%
ORD_10107,PROD_188,3,1336,0%
ORD_10107,PROD_318,3,1938,5%
ORD_10107,PROD_88,1,1818,5%
ORD_10108,PROD_221,1,2389,15%
ORD_10109,PROD_33,3,2365,0%
ORD_10109,PROD_218,3,3167,0%
ORD_10110,PROD_114,3,3110,0%
ORD_10110,PROD_189,1,2167,5%
ORD_10110,PROD_293,3,2861,0%
ORD_10110,PROD_86,3,2021,20%
ORD_10111,PROD_251,1,2242,0%
ORD_10111,PROD_259,2,2094,0%
ORD_10111,PROD_35,3,621,10%
ORD_10111,PROD_184,2,1836,15%
ORD_10112,PROD_259,2,336,0%
ORD_10112,PROD_194,1,2601,10%
ORD_10112,PROD_336,2,2825,0%
ORD_10112,PROD_294,2,1193,20%
ORD_10113,PROD_120,3,1861,0%
ORD_10114,PROD_116,1,2035,0%
ORD_10114,PROD_98,3,2067,5%
ORD_10114,PROD_327,3,225,0%
ORD_10115,PROD_228,3,848,0%
ORD_10115,PROD_68,2,1016,10%
ORD_10115,PROD_309,1,1014,0%
ORD_10116,PROD_86,1,1709,0%
ORD_10117,PROD_65,3,1525,5%
ORD_10117,PROD_56,2,864,20%
ORD_10117,PROD_219,2,696,5%
ORD_10117,PROD_93,3,1006,0%
ORD_10118,PROD_278,3,1039,5%
ORD_10118,PROD_207,1,3010,0%
ORD_10118,PROD_219,3,391,20%
ORD_10118,PROD_56,2,1263,15%
ORD_10119,PROD_341,1,2977,0%
ORD_10119,PROD_5,3,2941,10%
ORD_10120,PROD_76,2,2045,20%
ORD_10120,PROD_46,2,1158,5%
ORD_10120,PROD_133,1,1614,15%
ORD_10121,PROD_57,2,1164,5%
ORD_10122,PROD_231,1,311,0%
ORD_10123,PROD_341,1,623,15%
ORD_10123,PROD_191,3,2212,0%
ORD_10123,PROD_217,2,537,5%
ORD_10124,PROD_243,1,1429,10%
ORD_10125,PROD_25,2,2711,5%
ORD_10125,PROD_103,2,1007,20%
ORD_10125,PROD_189,3,1578,0%
ORD_10125,PROD_190,2,1505,10%
ORD_10126,PROD_193,2,1783,15%
ORD_10126,PROD_256,3,820,0%
ORD_10127,PROD_131,3,1133,0%
ORD_10127,PROD_179,3,1936,10%
ORD_10127,PROD_103,2,1940,15%
ORD_10128,PROD_321,2,3055,0%
ORD_10128,PROD_79,1,809,20%
ORD_10129,PROD_198,3,3064,10%
ORD_10129,PROD_45,1,3057,0%
ORD_10129,PROD_337,3,2579,5%
ORD_10130,PROD_51,3,1398,0%
ORD_10130,PROD_326,2,705,0%
ORD_10130,PROD_234,1,3190,20%
ORD_10130,PROD_109,1,2963,5%
ORD_10131,PROD_287,2,216,0%
ORD_10131,PROD_60,3,2549,0%
ORD_10131,PROD_110,3,1379,15%
ORD_10131,PROD_105,2,2509,15%
ORD_10132,PROD_91,3,2840,10%
ORD_10132,PROD_38,3,3155,0%
ORD_10132,PROD_186,3,526,0%
ORD_10132,PROD_278,3,265,5%
ORD_10133,PROD_187,1,3161,0%
ORD_10133,PROD_32,1,316,10%
ORD_10133,PROD_68,2,1586,0%
ORD_10133,PROD_45,2,311,0%
ORD_10134,PROD_37,3,1159,15%
ORD_10134,PROD_265,1,2347,20%
ORD_10134,PROD_273,2,2758,0%
ORD_10135,PROD_268,3,842,0%
ORD_10135,PROD_254,1,2533,20%
ORD_10135,PROD_86,3,2110,0%
ORD_10136,PROD_328,3,2554,20%
ORD_10136,PROD_12,3,622,5%
ORD_10137,PROD_327,3,1443,15%
ORD_10137,PROD_10,3,2882,20%
ORD_10137,PROD_146,1,652,0%
ORD_10138,PROD_134,2,2521,5%
ORD_10138,PROD_68,3,1131,15%
ORD_10139,PROD_99,3,961,0%
ORD_10139,PROD_110,2,1454,0%
ORD_10140,PROD_216,3,2423,10%
ORD_10141,PROD_266,3,1859,0%
ORD_10141,PROD_161,2,1377,0%
ORD_10141,PROD_203,2,280,15%
ORD_10141,PROD_148,2,1214,5%
ORD_10142,PROD_131,2,1335,0%
ORD_10142,PROD_238,2,2987,0%
ORD_10143,PROD_75,1,2607,20%
ORD_10144,PROD_14,2,2253,0%
ORD_10144,PROD_246,1,568,10%
ORD_10145,PROD_29,2,721,15%
ORD_10145,PROD_197,3,2952,20%
ORD_10145,PROD_127,1,2983,0%
ORD_10146,PROD_76,3,1354,0%
ORD_10146,PROD_40,2,1856,0%
ORD_10146,PROD_70,3,2499,5%
ORD_10146,PROD_87,1,2682,0%
ORD_10147,PROD_316,3,2426,20%
ORD_10147,PROD_123,1,1858,10%
ORD_10148,PROD_210,2,1040,20%
ORD_10149,PROD_235,2,2935,20%
ORD_10149,PROD_299,3,2160,15%
ORD_10149,PROD_197,3,2862,0%
ORD_10150,PROD_321,2,2204,0%
ORD_10150,PROD_215,2,737,5%
ORD_10151,PROD_154,1,1119,15%
ORD_10151,PROD_249,3,455,5%
ORD_10151,PROD_204,3,2263,0%
ORD_10152,PROD_25,1,2938,15%
ORD_10152,PROD_72,1,1650,10%
ORD_10152,PROD_135,1,1837,15%
ORD_10152,PROD_252,1,2593,0%
ORD_10153,PROD_265,3,259,5%
ORD_10153,PROD_36,2,2842,20%
ORD_10153,PROD_10,1,664,0%
ORD_10154,PROD_224,3,1478,0%
ORD_10154,PROD_207,2,941,0%
ORD_10154,PROD_65,3,1072,20%
ORD_10154,PROD_29,2,2188,0%
ORD_10155,PROD_255,1,1904,10%
ORD_10155,PROD_182,1,2011,10%
ORD_10156,PROD_158,2,1068,0%
ORD_10157,PROD_330,2,319,0%
ORD_10157,PROD_16,2,2099,20%
ORD_10158,PROD_306,1,484,0%
ORD_10159,PROD_208,1,2299,0%
ORD_10159,PROD_123,1,2044,0%
ORD_10160,PROD_198,2,1500,0%
ORD_10160,PROD_12,3,502,20%
ORD_10160,PROD_221,1,1889,0%
ORD_10161,PROD_327,3,2452,5%
ORD_10162,PROD_287,3,2610,15%
ORD_10162,PROD_153,3,1176,5%
ORD_10162,PROD_195,2,1771,0%
ORD_10163,PROD_129,3,3086,0%
ORD_10163,PROD_202,1,1188,20%
ORD_10163,PROD_29,2,3146,0%
ORD_10164,PROD_260,1,2706,15%
ORD_10165,PROD_334,3,3072,20%
ORD_10166,PROD_266,3,1786,15%
ORD_10166,PROD_296,1,1083,20%
ORD_10166,PROD_103,3,1746,5%
ORD_10167,PROD_194,3,1676,20%
ORD_10167,PROD_215,1,3002,0%
ORD_10167,PROD_135,3,241,0%
ORD_10168,PROD_90,3,2976,5%
ORD_10168,PROD_209,2,1376,10%
ORD_10168,PROD_56,3,565,5%
ORD_10168,PROD_197,3,485,0%
ORD_10169,PROD_310,2,2946,0%
ORD_10170,PROD_248,1,260,5%
ORD_10171,PROD_250,1,1558,0%
ORD_10171,PROD_177,3,2282,0%
ORD_10171,PROD_72,2,2144,0%
ORD_10172,PROD_171,2,1006,0%
ORD_10172,PROD_148,2,2605,10%
ORD_10172,PROD_140,3,687,0%
ORD_10173,PROD_49,3,1050,15%
ORD_10173,PROD_200,1,305,0%
ORD_10173,PROD_213,3,1836,0%
ORD_10174,PROD_154,3,2585,5%
ORD_10175,PROD_43,2,2916,15%
ORD_10175,PROD_316,1,2604,15%
ORD_10175,PROD_19,2,1503,0%
ORD_10175,PROD_314,2,593,5%
ORD_10176,PROD_299,3,1964,5%
ORD_10176,PROD_21,3,2221,10%
ORD_10176,PROD_175,2,2025,5%
ORD_10177,PROD_5,1,1278,0%
ORD_10178,PROD_67,3,592,15%
ORD_10178,PROD_267,1,1710,5%
ORD_10178,PROD_93,3,1735,0%
ORD_10179,PROD_333,3,3119,20%
ORD_10180,PROD_193,2,2802,15%
ORD_10180,PROD_184,3,635,20%
ORD_10181,PROD_215,1,3002,15%
ORD_10181,PROD_272,3,2257,0%
ORD_10181,PROD_311,2,1408,5%
ORD_10181,PROD_63,1,2429,15%
ORD_10182,PROD_214,1,1752,10%
ORD_10182,PROD_195,3,1452,5%
ORD_10182,PROD_329,2,1372,5%
ORD_10183,PROD_274,1,3162,15%
ORD_10183,PROD_37,1,1869,0%
ORD_10183,PROD_196,2,2635,0%
ORD_10184,PROD_93,3,2648,15%
ORD_10184,PROD_152,2,1529,15%
ORD_10184,PROD_80,3,2681,20%
ORD_10184,PROD_64,2,837,20%
ORD_10185,PROD_195,3,283,0%
ORD_10185,PROD_132,2,2647,0%
ORD_10185,PROD_150,1,3063,5%
ORD_10186,PROD_309,3,1702,10%
ORD_10186,PROD_2,2,1186,0%
ORD_10186,PROD_257,2,2289,15%
ORD_10187,PROD_69,1,2243,0%
ORD_10187,PROD_18,1,1374,0%
ORD_10187,PROD_285,2,453,15%
ORD_10188,PROD_195,2,2198,5%
ORD_10189,PROD_301,2,762,10%
ORD_10189,PROD_304,1,1396,0%
ORD_10190,PROD_75,2,2518,15%
ORD_10190,PROD_107,2,3158,0%
ORD_10190,PROD_257,2,1970,5%
ORD_10190,PROD_203,3,2685,10%
ORD_10191,PROD_269,1,1257,0%
ORD_10191,PROD_291,2,2519,5%
ORD_10191,PROD_56,1,455,0%
ORD_10191,PROD_291,2,799,10%
ORD_10192,PROD_184,1,1683,15%
ORD_10192,PROD_56,1,2734,10%
ORD_10192,PROD_247,3,1287,10%
ORD_10192,PROD_131,1,670,0%
ORD_10193,PROD_279,2,877,0%
ORD_10193,PROD_118,3,2113,0%
ORD_10194,PROD_308,3,3099,0%
ORD_10195,PROD_66,2,549,0%
ORD_10195,PROD_163,1,809,15%
ORD_10195,PROD_117,1,415,0%
ORD_10195,PROD_94,3,2303,15%
ORD_10196,PROD_37,2,2182,5%
ORD_10196,PROD_218,1,350,15%
ORD_10197,PROD_193,3,2187,5%
ORD_10197,PROD_1,3,2007,0%
ORD_10198,PROD_291,3,2904,0%
ORD_10198,PROD_267,3,285,5%
ORD_10199,PROD_214,2,2690,20%
ORD_10199,PROD_319,3,1746,20%
ORD_10199,PROD_254,1,338,10%
ORD_10200,PROD_273,3,2171,15%
ORD_10201,PROD_267,2,1572,20%
ORD_10202,PROD_201,3,1296,0%
ORD_10203,PROD_142,3,671,15%
ORD_10204,PROD_145,1,978,0%
ORD_10204,PROD_167,1,1914,10%
ORD_10204,PROD_173,3,1425,0%
ORD_10204,PROD_17,3,1115,15%
ORD_10205,PROD_15,1,1885,0%
ORD_10206,PROD_108,2,1539,10%
ORD_10207,PROD_84,1,690,5%
ORD_10208,PROD_120,2,792,0%
ORD_10208,PROD_323,1,1464,0%
ORD_10208,PROD_128,3,3048,15%
ORD_10209,PROD_283,3,2859,0%
ORD_10209,PROD_46,2,2183,0%
ORD_10210,PROD_51,2,1671,20%
ORD_10210,PROD_333,2,709,15%
ORD_10210,PROD_235,3,1630,20%
ORD_10211,PROD_169,2,273,10%
ORD_10211,PROD_42,1,2115,20%
ORD_10211,PROD_9,2,2489,5%
ORD_10212,PROD_227,3,3188,20%
ORD_10212,PROD_74,2,2523,0%
ORD_10213,PROD_252,1,517,20%
ORD_10214,PROD_195,1,1343,5%
ORD_10214,PROD_113,2,1138,10%
ORD_10214,PROD_237,3,2750,0%
ORD_10215,PROD_127,2,1588,15%
ORD_10215,PROD_189,2,2681,0%
ORD_10215,PROD_98,3,2370,15%
ORD_10216,PROD_194,1,2733,0%
ORD_10216,PROD_259,3,2552,10%
ORD_10216,PROD_19,1,1561,5%
ORD_10216,PROD_119,1,2346,10%
ORD_10217,PROD_18,3,967,5%
ORD_10218,PROD_299,3,2353,0%
ORD_10218,PROD_87,3,2503,0%
ORD_10219,PROD_197,2,1386,10%
ORD_10220,PROD_113,3,1334,10%
ORD_10220,PROD_180,2,1861,0%
ORD_10220,PROD_39,3,2583,0%
ORD_10221,PROD_177,3,597,0%
ORD_10221,PROD_73,3,3187,0%
ORD_10222,PROD_225,1,2956,20%
ORD_10222,PROD_50,1,2505,0%
ORD_10223,PROD_237,1,535,0%
ORD_10223,PROD_210,3,1914,0%
ORD_10223,PROD_93,3,972,5%
ORD_10223,PROD_338,3,2864,0%
ORD_10224,PROD_288,2,1017,10%
ORD_10224,PROD_63,3,2746,15%
ORD_10224,PROD_274,3,2935,0%
ORD_10224,PROD_220,2,2808,20%
ORD_10225,PROD_129,1,1573,0%
ORD_10225,PROD_78,2,1740,15%
ORD_10225,PROD_231,3,3044,5%
ORD_10226,PROD_294,3,1500,0%
ORD_10226,PROD_202,2,2243,0%
ORD_10227,PROD_76,1,275,5%
ORD_10227,PROD_128,3,3065,20%
ORD_10227,PROD_269,2,1059,15%
ORD_10227,PROD_230,3,1927,0%
ORD_10228,PROD_292,1,1921,0%
ORD_10228,PROD_225,3,2665,15%
ORD_10228,PROD_249,1,2660,15%
ORD_10229,PROD_27,2,1525,15%
ORD_10229,PROD_334,2,2831,15%
ORD_10229,PROD_130,1,1753,20%
ORD_10230,PROD_116,1,943,15%
ORD_10231,PROD_316,1,1842,5%
ORD_10231,PROD_215,2,2000,5%
ORD_10231,PROD_245,2,431,20%
ORD_10231,PROD_44,2,244,5%
ORD_10232,PROD_308,1,2818,0%
ORD_10232,PROD_124,3,1708,15%
ORD_10233,PROD_244,2,2855,20%
ORD_10233,PROD_109,2,646,0%
ORD_10234,PROD_240,1,1515,0%
ORD_10235,PROD_64,3,1614,10%
ORD_10235,PROD_164,3,1398,5%
ORD_10235,PROD_134,1,456,0%
ORD_10235,PROD_51,3,2801,0%
ORD_10236,PROD_206,3,2693,15%
ORD_10237,PROD_255,2,2437,15%
ORD_10237,PROD_191,3,443,5%
ORD_10237,PROD_69,2,2701,15%
ORD_10238,PROD_188,2,2954,20%
ORD_10238,PROD_339,2,1254,20%
ORD_10238,PROD_255,3,2156,0%
ORD_10238,PROD_201,1,851,0%
ORD_10239,PROD_262,1,682,0%
ORD_10239,PROD_116,2,2195,0%
ORD_10239,PROD_44,3,2788,0%
ORD_10240,PROD_32,1,2843,10%
ORD_10240,PROD_88,1,686,0%
ORD_10240,PROD_311,3,2216,5%
ORD_10241,PROD_338,2,527,10%
ORD_10241,PROD_63,1,1671,10%
ORD_10242,PROD_80,2,1834,15%
ORD_10243,PROD_240,3,1664,15%
ORD_10243,PROD_113,1,843,10%
ORD_10243,PROD_200,2,918,10%
ORD_10244,PROD_141,1,684,0%
ORD_10244,PROD_314,2,1608,0%
ORD_10244,PROD_308,1,856,0%
ORD_10244,PROD_176,3,2357,20%
ORD_10245,PROD_94,2,1007,5%
ORD_10245,PROD_121,3,803,0%
ORD_10246,PROD_220,2,312,0%
ORD_10247,PROD_118,3,1394,0%
ORD_10248,PROD_137,3,1939,0%
ORD_10248,PROD_331,3,1649,0%
ORD_10249,PROD_234,1,1881,0%
ORD_10250,PROD_98,2,1729,0%
ORD_10250,PROD_284,3,1630,0%
ORD_10250,PROD_175,3,382,0%
ORD_10251,PROD_41,1,2667,5%
ORD_10251,PROD_310,1,1161,15%
ORD_10251,PROD_130,3,275,5%
ORD_10252,PROD_270,1,2954,15%
ORD_10252,PROD_211,3,383,20%
ORD_10252,PROD_281,2,1981,0%
ORD_10253,PROD_90,2,787,20%
ORD_10253,PROD_61,1,359,15%
ORD_10253,PROD_107,3,953,0%
ORD_10253,PROD_342,3,439,0%
ORD_10254,PROD_342,1,3093,10%
ORD_10255,PROD_90,3,1555,15%
ORD_10255,PROD_271,3,1932,0%
ORD_10256,PROD_20,1,3035,5%
ORD_10256,PROD_276,3,1484,15%
ORD_10256,PROD_341,2,1560,15%
ORD_10257,PROD_149,3,2845,0%
ORD_10257,PROD_168,2,2221,0%
ORD_10258,PROD_277,2,1203,20%
ORD_10259,PROD_141,3,862,5%
ORD_10259,PROD_149,2,541,0%
ORD_10259,PROD_248,2,1265,20%
ORD_10260,PROD_191,3,526,15%
ORD_10260,PROD_268,1,2554,0%
ORD_10260,PROD_246,3,2916,10%
ORD_10260,PROD_17,3,1520,0%
ORD_10261,PROD_196,3,1655,0%
ORD_10261,PROD_100,2,1882,15%
ORD_10262,PROD_331,2,682,20%
ORD_10263,PROD_340,1,2026,20%
ORD_10263,PROD_158,2,1317,15%
ORD_10263,PROD_325,1,2264,5%
ORD_10264,PROD_200,3,2967,15%
ORD_10264,PROD_8,3,1984,0%
ORD_10265,PROD_4,2,859,0%
ORD_10266,PROD_314,1,303,20%
ORD_10266,PROD_247,3,2954,10%
ORD_10266,PROD_3,1,949,10%
ORD_10267,PROD_194,1,2942,15%
ORD_10267,PROD_298,1,1011,10%
ORD_10267,PROD_111,2,797,0%
ORD_10268,PROD_130,1,303,15%
ORD_10268,PROD_89,2,2214,10%
ORD_10269,PROD_227,3,1123,5%
